"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"72","RT @CNBCTV18Live: #BudgetWithCNBCTV18 | #FY24 NOMINAL GDP TARGET AT 10.5% 

#GDP
@nsitharaman
#CNBCTV18LIVE #Budget2023 #BudgetSession http…",FALSE,0,NA,2023-02-01 07:41:11,FALSE,NA,"1620688699762802689",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","AshmitTejKumar",10,TRUE,FALSE,NA,NA
"73","RT @PIB_India: Summary of #EconomicSurvey 2022-23

India to witness #GDP growth of 6.0 percent to 6.8 percent in 2023-24, depending on the…",FALSE,0,NA,2023-02-01 07:40:54,FALSE,NA,"1620688629898309632",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","shreekant_0",185,TRUE,FALSE,NA,NA
"74","#BREAKING | Budget Fineprint 

-FY24 total receipts other than borrowing at Rs 27.2 lk cr
-FY24 total expenditure a… https://t.co/svK7Hh9jCr",FALSE,0,"ETNOWlive",2023-02-01 07:40:44,TRUE,"1620687739594346498","1620688584276860928","225012752","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","ETNOWlive",1,FALSE,FALSE,NA,NA
"75","Budget: Fiscal deficit target pegged at 5.9 pc of GDP for 2023-24

Read @ANI Story | https://t.co/w4YacM4FIM… https://t.co/CDdifpbMUq",FALSE,9,NA,2023-02-01 07:39:36,TRUE,NA,"1620688301832433664",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","ani_digital",0,FALSE,FALSE,NA,NA
"76","RT @ETNOWlive: #BREAKING | Budget Fineprint 

-FY23 total receipts other than borrowing at Rs 24.3 lk cr
-See FY23 fiscal deficit at 6.4% o…",FALSE,0,NA,2023-02-01 07:38:56,FALSE,NA,"1620688134509035521",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Shubhamkhedkr",3,TRUE,FALSE,NA,NA
"77","Unveiling #India's #Economic roadmap- The journey of the #UnionBudget through #Parliament. 

#Budget2023 #Budget… https://t.co/6T9rOej6GX",FALSE,6,NA,2023-02-01 07:38:42,TRUE,NA,"1620688074534518787",NA,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>","drishtiiaseng",2,FALSE,FALSE,NA,NA
"78","RT @mvollmer1: For the first time in decades, global trade will grow at a slower rate over the coming ten years than the world’s GDP, accor…",FALSE,0,NA,2023-02-01 07:37:36,FALSE,NA,"1620687795407970304",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","ProcurementStar",2,TRUE,FALSE,NA,NA
"79","#BREAKING | Budget Fineprint 

-FY23 total receipts other than borrowing at Rs 24.3 lk cr
-See FY23 fiscal deficit… https://t.co/wRD8IMJaUc",FALSE,8,NA,2023-02-01 07:37:22,TRUE,NA,"1620687739594346498",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","ETNOWlive",3,FALSE,FALSE,NA,NA
"80","RT @CNBCTV18Live: #BudgetWithCNBCTV18 | #FY24 NOMINAL GDP TARGET AT 10.5% 

#GDP
@nsitharaman
#CNBCTV18LIVE #Budget2023 #BudgetSession http…",FALSE,0,NA,2023-02-01 07:36:05,FALSE,NA,"1620687416968495110",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","s10boyal",10,TRUE,FALSE,NA,NA
"81","गुडन्यूज! ३ लाखांपर्यंतचे उत्पन्न करमुक्त, आयकर सूट मर्यादा आता ७ लाखांपर्यंत, अर्थमंत्र्यांची घोषणा… https://t.co/Ho3ANAuc7N",FALSE,1,NA,2023-02-01 07:35:35,TRUE,NA,"1620687288274653184",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","pudharionline",0,FALSE,FALSE,NA,NA
"82","#BudgetWithBS | FM #NirmalaSitharaman announced that the government is expected to achieve its fiscal deficit targe… https://t.co/ttziRTT65J",FALSE,1,NA,2023-02-01 07:35:10,TRUE,NA,"1620687183916015617",NA,"<a href=""https://www.echobox.com"" rel=""nofollow"">Echobox</a>","bsindia",0,FALSE,FALSE,NA,NA
"83","RT @CNBCTV18Live: #BudgetWithCNBCTV18 | #FY24 NOMINAL GDP TARGET AT 10.5% 

#GDP
@nsitharaman
#CNBCTV18LIVE #Budget2023 #BudgetSession http…",FALSE,0,NA,2023-02-01 07:35:04,FALSE,NA,"1620687161770246145",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","viralvm69",10,TRUE,FALSE,NA,NA
"84","#Budget2023 Highlights

#Marketnews #news #UnionBudget2023 #GDP #tax #MarketsMojo https://t.co/8HdbQKzvKH",FALSE,0,"Marketsmojo",2023-02-01 07:34:48,FALSE,"1620686064477425665","1620687091356295169","3629185877","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Marketsmojo",0,FALSE,FALSE,NA,NA
"85","Capital Investment up for 3rd consecutive year - #Budget2023 accounts for $122B+ (3.3% of #GDP) for #capex, a 33%… https://t.co/ovx6mS7BDS",FALSE,4,NA,2023-02-01 07:34:47,TRUE,NA,"1620687089452089344",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","startupkesari",1,FALSE,FALSE,NA,NA
"86","RT @ReligareMarkets: #Budget2023 #BudgetSession #GDP #Growth #India https://t.co/G7e3JroUg0",FALSE,0,NA,2023-02-01 07:34:41,FALSE,NA,"1620687062671441920",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","typical_finance",5,TRUE,FALSE,NA,NA
"87","กกร.คง GDP ปี 66 ไว้ที่ 3.0-3.5% ห่วงค่าไฟฟ้าทำต้นทุนผลิตสูง https://t.co/r89Q3ueWnI  #เกรียงไกรเธียรนุกุล… https://t.co/VRkurzcGYb",FALSE,1,NA,2023-02-01 07:34:24,TRUE,NA,"1620686992643088397",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","news1005fm",0,FALSE,FALSE,NA,NA
"88","RT @mvollmer1: The $16 Trillion European Union Economy 💰 

#economy #GDP #SupplyChain #Procurement #logistics #innovation #tech #WEF #Davos…",FALSE,0,NA,2023-02-01 07:34:21,FALSE,NA,"1620686980005908489",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","ProcurementStar",10,TRUE,FALSE,NA,NA
"89","RT @brexitleo: @Keir_Starmer 📍 After #EU’s Germany reported a 0.2% q/q fall in Q4, here's an updated chart comparing UK and German #GDP sin…",FALSE,0,NA,2023-02-01 07:34:06,FALSE,NA,"1620686914922901505",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","barrienunn21",3,TRUE,FALSE,NA,NA
"90","BUDGET 2022: 
50,000crore disinvestment target for this financial year

#BudgetSession #Budget #BudgetSession2023… https://t.co/GeWma0CHIu",FALSE,0,NA,2023-02-01 07:33:47,TRUE,NA,"1620686836267098112",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","_FranklyFinance",0,FALSE,FALSE,NA,NA
"91","RT @CNBCTV18Live: #BudgetWithCNBCTV18 | #FY24 NOMINAL GDP TARGET AT 10.5% 

#GDP
@nsitharaman
#CNBCTV18LIVE #Budget2023 #BudgetSession http…",FALSE,0,NA,2023-02-01 07:33:13,FALSE,NA,"1620686694185046016",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","sraghu82",10,TRUE,FALSE,NA,NA
"92","RT @wbstone10: Argentina And Brazil To Cut Reliance On U.S. Dollar And Create Common #Currency

This move could create #world’s second-larg…",FALSE,0,NA,2023-02-01 07:32:39,FALSE,NA,"1620686550559498240",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Global0Citizen",7,TRUE,FALSE,NA,NA
"93","BUDGET 2023 HIGHLIGHTS
Mobiles, camera lenses, TVs, and blended CNG to be cheaper
Imported rubber, cigarettes, and… https://t.co/iZpfvTEwnJ",FALSE,0,NA,2023-02-01 07:31:46,TRUE,NA,"1620686329981054976",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","_FranklyFinance",0,FALSE,FALSE,NA,NA
"94","Govt fixes #fiscaldeficit target at 5.9% of #GDP 

#UnionBudget #UnionBudget2023 #Budget

https://t.co/zPu40HkEVX",FALSE,1,NA,2023-02-01 07:30:46,FALSE,NA,"1620686077433634820",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Sambad_English",0,FALSE,FALSE,NA,NA
"95","Finance Minister #NirmalaSitharaman on Wednesday announced hiking the capital expenditure by 33 per cent to Rs 10 l… https://t.co/T0HqSkLF8d",FALSE,3,NA,2023-02-01 07:29:50,TRUE,NA,"1620685841420136449",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","ZeeBusiness",1,FALSE,FALSE,NA,NA
"96","RT @ReligareMarkets: #Budget2023 #BudgetSession #GDP #Growth #India https://t.co/G7e3JroUg0",FALSE,0,NA,2023-02-01 07:29:46,FALSE,NA,"1620685827545391104",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","ajit_mishra001",5,TRUE,FALSE,NA,NA
"97","FY24 nominal #GDP growth assumed at 10.5%

According to the data released by the statistics ministry on January 6,… https://t.co/doE4Qh7xXj",FALSE,1,NA,2023-02-01 07:28:22,TRUE,NA,"1620685473957163010",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","GstPanacea",0,FALSE,FALSE,NA,NA
"98","RT @BalajiPawar2000: Your Opinion On 🤔 #Budget2023 
#AmritKaalBudget ✌
.
#GDP #BJP #IRCTC #StockMarket #forextrader #trading #BankNiftyOpti…",FALSE,0,NA,2023-02-01 07:27:44,FALSE,NA,"1620685314351312896",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Raju_Samanta01",1,TRUE,FALSE,NA,NA
"99","#Budget2023 Highlights

#Marketnews #news #UnionBudget2023 #AI #GDP  #MarketsMojo https://t.co/9Pd9IlAQ1D",FALSE,0,"Marketsmojo",2023-02-01 07:27:20,FALSE,"1620674484771622912","1620685212815589379","3629185877","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Marketsmojo",0,FALSE,FALSE,NA,NA
"100","#Budget2023 
आज की बड़ी घोषणाएं
 1-) वित्त मंत्री @nsitharaman  ने पूंजी निवेश को 33% बढ़ाकर 10 लाख करोड़ रुपए करने… https://t.co/4LxqbvuJmp",FALSE,2,NA,2023-02-01 07:27:12,TRUE,NA,"1620685180724994050",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Sanjay_vis",0,FALSE,FALSE,NA,NA
